agenda_date,RIN,agency_code,agency_name,department_code,department_name,rule_title,abstract,priority,RIN_status,rule_stage,major,CFR,legal_authority,regulatory_flexibility_analysis,statement_of_need,summary_of_the_legal_basis,alternatives,federalism,cost_and_benefits,risks,agency_contact_list,legal_deadline1,legal_deadline2,legal_deadline3,legal_deadline4,legal_deadline5,legal_deadline6,action1,action2,action3,action4,action5,action6,action7,action8,action9,action10,action11,action12,action13,action14,action15,action16,action17,action18,action19,action20,action21,action22,action23,action24,action25
199510,0910-AA66,0910,Food and Drug Administration,0900,Department of Health and Human Services,Substances Approved for Use in the Preparation of Meat and Poultry Products,"The Food and Drug Administration (FDA) is proposing to amend its regulations governing the review of petitions for the approval of food and color additives and substances generally recognized as safe (GRAS) to provide for simultaneous review of such petitions by the Food Safety and Inspection Service (FSIS), U.S. Department of Agriculture (USDA), when meat or poultry product uses are proposed. By agreement between USDA and FDA, such listings would eliminate the need for a separate FSIS rulemaking to allow the use in meat and poultry products of FDA-approved substances.",Other Significant,First Time Published in The Unified Agenda,Proposed Rule Stage,,21 CFR 71; 21 CFR 170; 21 CFR 171,21 USC 321; 21 USC 342; 21 USC 348; 21 USC 355 to 357; 21 USC 360; 21 USC 360b to 360f; 21 USC 360h to 360j; 21 USC 361; 21 USC 371; 21 USC 379e; 21 USC 381; 42 USC 216; 42 USC 262,Yes,,,,,,,"George,Pauli,H.,Supervisory Consumer Safety Officer,0910,Food and Drug Administration,FDA,202 418-3090,HFS-200, Center for Food Safety and Applied, Nutrition, 200 C Street SW.,Washington,DC,20204",,,,,,,NPRM; 11/00/1995,,,,,,,,,,,,,,,,,,,,,,,,
199510,0910-AC60,0910,Food and Drug Administration,0900,Department of Health and Human Services,Boil Ointments,"The OTC drug review establishes conditions under which OTC drugs are considered generally recognized as safe and effective and not misbranded. After a final monograph (i.e., final rule) is issued, only OTC drugs meeting the conditions of the monograph, or having an approved new drug application, may be legally marketed. NOTE: NPRM for ""Antidotes, Toxic Ingestion Products"" was combined with NPRM for ""Emetic Products"" and reproposed as ""Poison Treatment Products."" NPRM for ""Astringent (Wet Dressings) Products"" was included in the NPRM for ""Skin Protectant Products."" NPRM for ""Diaper Rash Products"" was included in NPRMs for ""Antifungal,"" ""Antimicrobial,"" ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Fever Blister/Cold Sore Products (External)"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Insect Bites and Stings (Relief) Products"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" ""Poison Ivy/Oak/Sumac Prevention"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Mercurial (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" NPRM for ""Alcohol (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" The NPRM for ""Antimicrobial Products"" was updated and split into two sections: first aid products and health care products. ^PSMALL ENTITIES AFFECTED: The effects, if any, vary depending on the individual rulemaking. However, the Agency anticipates that the rules would not have a significant economic impact on a substantial number of small entities as defined by the Regulatory Flexibility Act.",Routine and Frequent,Previously Published in The Unified Agenda,Proposed Rule Stage,,21 CFR 310; 21 CFR 330; 21 CFR 333; 21 CFR 334; 21 CFR 335; 21 CFR 336; 21 CFR 337; 21 CFR 338; 21 CFR 339; 21 CFR 340; 21 CFR 341; 21 CFR 342; 21 CFR 343; 21 CFR 344; 21 CFR 345; ...,21 USC 321p; 21 USC 351; 21 USC 352; 21 USC 353; 21 USC 355; 21 USC 360a; 21 USC 371a,No,,,,,,,,,,,,,,ANPRM; 06/29/1982; 47 FR 28306,NPRM; 01/26/1988; 53 FR 2198,Final Action; 11/15/1993; 58 FR 60332,,,,,,,,,,,,,,,,,,,,,,
199510,0910-AC61,0910,Food and Drug Administration,0900,Department of Health and Human Services,Emetic Products,"The OTC drug review establishes conditions under which OTC drugs are considered generally recognized as safe and effective and not misbranded. After a final monograph (i.e., final rule) is issued, only OTC drugs meeting the conditions of the monograph, or having an approved new drug application, may be legally marketed. NOTE: NPRM for ""Antidotes, Toxic Ingestion Products"" was combined with NPRM for ""Emetic Products"" and reproposed as ""Poison Treatment Products."" NPRM for ""Astringent (Wet Dressings) Products"" was included in the NPRM for ""Skin Protectant Products."" NPRM for ""Diaper Rash Products"" was included in NPRMs for ""Antifungal,"" ""Antimicrobial,"" ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Fever Blister/Cold Sore Products (External)"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Insect Bites and Stings (Relief) Products"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" ""Poison Ivy/Oak/Sumac Prevention"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Mercurial (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" NPRM for ""Alcohol (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" The NPRM for ""Antimicrobial Products"" was updated and split into two sections: first aid products and health care products. ^PSMALL ENTITIES AFFECTED: The effects, if any, vary depending on the individual rulemaking. However, the Agency anticipates that the rules would not have a significant economic impact on a substantial number of small entities as defined by the Regulatory Flexibility Act.",Routine and Frequent,Previously Published in The Unified Agenda,Proposed Rule Stage,,21 CFR 310; 21 CFR 330; 21 CFR 333; 21 CFR 334; 21 CFR 335; 21 CFR 336; 21 CFR 337; 21 CFR 338; 21 CFR 339; 21 CFR 340; 21 CFR 341; 21 CFR 342; 21 CFR 343; 21 CFR 344; 21 CFR 345; ...,21 USC 321p; 21 USC 351; 21 USC 352; 21 USC 353; 21 USC 355; 21 USC 360a; 21 USC 371a,No,,,,,,,,,,,,,,ANPRM; 03/21/1975; 40 FR 12939,NPRM; 09/05/1978; 43 FR 39544,,,,,,,,,,,,,,,,,,,,,,,
199510,0910-AC62,0910,Food and Drug Administration,0900,Department of Health and Human Services,Sodium Labeling,"The OTC drug review establishes conditions under which OTC drugs are considered generally recognized as safe and effective and not misbranded. After a final monograph (i.e., final rule) is issued, only OTC drugs meeting the conditions of the monograph, or having an approved new drug application, may be legally marketed. NOTE: NPRM for ""Antidotes, Toxic Ingestion Products"" was combined with NPRM for ""Emetic Products"" and reproposed as ""Poison Treatment Products."" NPRM for ""Astringent (Wet Dressings) Products"" was included in the NPRM for ""Skin Protectant Products."" NPRM for ""Diaper Rash Products"" was included in NPRMs for ""Antifungal,"" ""Antimicrobial,"" ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Fever Blister/Cold Sore Products (External)"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Insect Bites and Stings (Relief) Products"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" ""Poison Ivy/Oak/Sumac Prevention"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Mercurial (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" NPRM for ""Alcohol (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" The NPRM for ""Antimicrobial Products"" was updated and split into two sections: first aid products and health care products. ^PSMALL ENTITIES AFFECTED: The effects, if any, vary depending on the individual rulemaking. However, the Agency anticipates that the rules would not have a significant economic impact on a substantial number of small entities as defined by the Regulatory Flexibility Act.",Routine and Frequent,Previously Published in The Unified Agenda,Proposed Rule Stage,,21 CFR 310; 21 CFR 330; 21 CFR 333; 21 CFR 334; 21 CFR 335; 21 CFR 336; 21 CFR 337; 21 CFR 338; 21 CFR 339; 21 CFR 340; 21 CFR 341; 21 CFR 342; 21 CFR 343; 21 CFR 344; 21 CFR 345; ...,21 USC 321p; 21 USC 351; 21 USC 352; 21 USC 353; 21 USC 355; 21 USC 360a; 21 USC 371a,No,,,,,,,,,,,,,,NPRM; 04/25/1991; 56 FR 19222,Final Action; 12/00/1995,,,,,,,,,,,,,,,,,,,,,,,
199510,0910-AC63,0910,Food and Drug Administration,0900,Department of Health and Human Services,Daytime Sedatives,"The OTC drug review establishes conditions under which OTC drugs are considered generally recognized as safe and effective and not misbranded. After a final monograph (i.e., final rule) is issued, only OTC drugs meeting the conditions of the monograph, or having an approved new drug application, may be legally marketed. NOTE: NPRM for ""Antidotes, Toxic Ingestion Products"" was combined with NPRM for ""Emetic Products"" and reproposed as ""Poison Treatment Products."" NPRM for ""Astringent (Wet Dressings) Products"" was included in the NPRM for ""Skin Protectant Products."" NPRM for ""Diaper Rash Products"" was included in NPRMs for ""Antifungal,"" ""Antimicrobial,"" ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Fever Blister/Cold Sore Products (External)"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Insect Bites and Stings (Relief) Products"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" ""Poison Ivy/Oak/Sumac Prevention"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Mercurial (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" NPRM for ""Alcohol (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" The NPRM for ""Antimicrobial Products"" was updated and split into two sections: first aid products and health care products. ^PSMALL ENTITIES AFFECTED: The effects, if any, vary depending on the individual rulemaking. However, the Agency anticipates that the rules would not have a significant economic impact on a substantial number of small entities as defined by the Regulatory Flexibility Act.",Routine and Frequent,Previously Published in The Unified Agenda,Proposed Rule Stage,,21 CFR 310; 21 CFR 330; 21 CFR 333; 21 CFR 334; 21 CFR 335; 21 CFR 336; 21 CFR 337; 21 CFR 338; 21 CFR 339; 21 CFR 340; 21 CFR 341; 21 CFR 342; 21 CFR 343; 21 CFR 344; 21 CFR 345; ...,21 USC 321p; 21 USC 351; 21 USC 352; 21 USC 353; 21 USC 355; 21 USC 360a; 21 USC 371a,No,,,,,,,,,,,,,,ANPRM; 12/08/1975; 40 FR 57292,NPRM; 06/13/1978; 43 FR 25544,Final Action; 06/22/1979; 44 FR 36378,,,,,,,,,,,,,,,,,,,,,,
199510,0910-AC64,0910,Food and Drug Administration,0900,Department of Health and Human Services,Laxative Products,"The OTC drug review establishes conditions under which OTC drugs are considered generally recognized as safe and effective and not misbranded. After a final monograph (i.e., final rule) is issued, only OTC drugs meeting the conditions of the monograph, or having an approved new drug application, may be legally marketed. NOTE: NPRM for ""Antidotes, Toxic Ingestion Products"" was combined with NPRM for ""Emetic Products"" and reproposed as ""Poison Treatment Products."" NPRM for ""Astringent (Wet Dressings) Products"" was included in the NPRM for ""Skin Protectant Products."" NPRM for ""Diaper Rash Products"" was included in NPRMs for ""Antifungal,"" ""Antimicrobial,"" ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Fever Blister/Cold Sore Products (External)"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Insect Bites and Stings (Relief) Products"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" ""Poison Ivy/Oak/Sumac Prevention"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Mercurial (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" NPRM for ""Alcohol (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" The NPRM for ""Antimicrobial Products"" was updated and split into two sections: first aid products and health care products. ^PSMALL ENTITIES AFFECTED: The effects, if any, vary depending on the individual rulemaking. However, the Agency anticipates that the rules would not have a significant economic impact on a substantial number of small entities as defined by the Regulatory Flexibility Act.",Routine and Frequent,Previously Published in The Unified Agenda,Proposed Rule Stage,,21 CFR 310; 21 CFR 330; 21 CFR 333; 21 CFR 334; 21 CFR 335; 21 CFR 336; 21 CFR 337; 21 CFR 338; 21 CFR 339; 21 CFR 340; 21 CFR 341; 21 CFR 342; 21 CFR 343; 21 CFR 344; 21 CFR 345; ...,21 USC 321p; 21 USC 351; 21 USC 352; 21 USC 353; 21 USC 355; 21 USC 360a; 21 USC 371a,No,,,,,,,,,,,,,,ANPRM; 03/21/1975; 40 FR 12902,NPRM; 01/15/1985; 50 FR 2124,NPRM (Amendment); 10/01/1986; 51 FR 35136,NPRM (Amendment); 09/02/1993; 58 FR 46589,Final Action; 03/00/1996,,,,,,,,,,,,,,,,,,,,
199510,0910-AC65,0910,Food and Drug Administration,0900,Department of Health and Human Services,Anorectal Products,"The OTC drug review establishes conditions under which OTC drugs are considered generally recognized as safe and effective and not misbranded. After a final monograph (i.e., final rule) is issued, only OTC drugs meeting the conditions of the monograph, or having an approved new drug application, may be legally marketed. NOTE: NPRM for ""Antidotes, Toxic Ingestion Products"" was combined with NPRM for ""Emetic Products"" and reproposed as ""Poison Treatment Products."" NPRM for ""Astringent (Wet Dressings) Products"" was included in the NPRM for ""Skin Protectant Products."" NPRM for ""Diaper Rash Products"" was included in NPRMs for ""Antifungal,"" ""Antimicrobial,"" ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Fever Blister/Cold Sore Products (External)"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Insect Bites and Stings (Relief) Products"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" ""Poison Ivy/Oak/Sumac Prevention"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Mercurial (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" NPRM for ""Alcohol (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" The NPRM for ""Antimicrobial Products"" was updated and split into two sections: first aid products and health care products. ^PSMALL ENTITIES AFFECTED: The effects, if any, vary depending on the individual rulemaking. However, the Agency anticipates that the rules would not have a significant economic impact on a substantial number of small entities as defined by the Regulatory Flexibility Act.",Routine and Frequent,Previously Published in The Unified Agenda,Proposed Rule Stage,,21 CFR 310; 21 CFR 330; 21 CFR 333; 21 CFR 334; 21 CFR 335; 21 CFR 336; 21 CFR 337; 21 CFR 338; 21 CFR 339; 21 CFR 340; 21 CFR 341; 21 CFR 342; 21 CFR 343; 21 CFR 344; 21 CFR 345; ...,21 USC 321p; 21 USC 351; 21 USC 352; 21 USC 353; 21 USC 355; 21 USC 360a; 21 USC 371a,No,,,,,,,,,,,,,,ANPRM; 05/27/1980; 45 FR 35576,NPRM; 08/15/1988; 53 FR 30756,Final Action; 08/03/1990; 55 FR 31776,Final Action (LYCD); 09/02/1993; 58 FR 46746,Final Action (Witch Hazel); 06/03/1994; 59 FR 28766,,,,,,,,,,,,,,,,,,,,
199510,0910-AC66,0910,Food and Drug Administration,0900,Department of Health and Human Services,Menstrual Products,"The OTC drug review establishes conditions under which OTC drugs are considered generally recognized as safe and effective and not misbranded. After a final monograph (i.e., final rule) is issued, only OTC drugs meeting the conditions of the monograph, or having an approved new drug application, may be legally marketed. NOTE: NPRM for ""Antidotes, Toxic Ingestion Products"" was combined with NPRM for ""Emetic Products"" and reproposed as ""Poison Treatment Products."" NPRM for ""Astringent (Wet Dressings) Products"" was included in the NPRM for ""Skin Protectant Products."" NPRM for ""Diaper Rash Products"" was included in NPRMs for ""Antifungal,"" ""Antimicrobial,"" ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Fever Blister/Cold Sore Products (External)"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Insect Bites and Stings (Relief) Products"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" ""Poison Ivy/Oak/Sumac Prevention"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Mercurial (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" NPRM for ""Alcohol (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" The NPRM for ""Antimicrobial Products"" was updated and split into two sections: first aid products and health care products. ^PSMALL ENTITIES AFFECTED: The effects, if any, vary depending on the individual rulemaking. However, the Agency anticipates that the rules would not have a significant economic impact on a substantial number of small entities as defined by the Regulatory Flexibility Act.",Routine and Frequent,Previously Published in The Unified Agenda,Proposed Rule Stage,,21 CFR 310; 21 CFR 330; 21 CFR 333; 21 CFR 334; 21 CFR 335; 21 CFR 336; 21 CFR 337; 21 CFR 338; 21 CFR 339; 21 CFR 340; 21 CFR 341; 21 CFR 342; 21 CFR 343; 21 CFR 344; 21 CFR 345; ...,21 USC 321p; 21 USC 351; 21 USC 352; 21 USC 353; 21 USC 355; 21 USC 360a; 21 USC 371a,No,,,,,,,,,,,,,,ANPRM; 12/07/1982; 47 FR 55075,NPRM; 11/16/1988; 53 FR 46194,,,,,,,,,,,,,,,,,,,,,,,
199510,0910-AC67,0910,Food and Drug Administration,0900,Department of Health and Human Services,Stimulant Products,"The OTC drug review establishes conditions under which OTC drugs are considered generally recognized as safe and effective and not misbranded. After a final monograph (i.e., final rule) is issued, only OTC drugs meeting the conditions of the monograph, or having an approved new drug application, may be legally marketed. NOTE: NPRM for ""Antidotes, Toxic Ingestion Products"" was combined with NPRM for ""Emetic Products"" and reproposed as ""Poison Treatment Products."" NPRM for ""Astringent (Wet Dressings) Products"" was included in the NPRM for ""Skin Protectant Products."" NPRM for ""Diaper Rash Products"" was included in NPRMs for ""Antifungal,"" ""Antimicrobial,"" ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Fever Blister/Cold Sore Products (External)"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Insect Bites and Stings (Relief) Products"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" ""Poison Ivy/Oak/Sumac Prevention"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Mercurial (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" NPRM for ""Alcohol (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" The NPRM for ""Antimicrobial Products"" was updated and split into two sections: first aid products and health care products. ^PSMALL ENTITIES AFFECTED: The effects, if any, vary depending on the individual rulemaking. However, the Agency anticipates that the rules would not have a significant economic impact on a substantial number of small entities as defined by the Regulatory Flexibility Act.",Routine and Frequent,Previously Published in The Unified Agenda,Proposed Rule Stage,,21 CFR 310; 21 CFR 330; 21 CFR 333; 21 CFR 334; 21 CFR 335; 21 CFR 336; 21 CFR 337; 21 CFR 338; 21 CFR 339; 21 CFR 340; 21 CFR 341; 21 CFR 342; 21 CFR 343; 21 CFR 344; 21 CFR 345; ...,21 USC 321p; 21 USC 351; 21 USC 352; 21 USC 353; 21 USC 355; 21 USC 360a; 21 USC 371a,No,,,,,,,,,,,,,,ANPRM; 12/08/1975; 40 FR 57292,NPRM; 06/13/1978; 43 FR 25544,Final Action; 02/29/1988; 53 FR 6100,,,,,,,,,,,,,,,,,,,,,,
199510,0910-AC68,0910,Food and Drug Administration,0900,Department of Health and Human Services,Sunscreen Products,"The OTC drug review establishes conditions under which OTC drugs are considered generally recognized as safe and effective and not misbranded. After a final monograph (i.e., final rule) is issued, only OTC drugs meeting the conditions of the monograph, or having an approved new drug application, may be legally marketed. NOTE: NPRM for ""Antidotes, Toxic Ingestion Products"" was combined with NPRM for ""Emetic Products"" and reproposed as ""Poison Treatment Products."" NPRM for ""Astringent (Wet Dressings) Products"" was included in the NPRM for ""Skin Protectant Products."" NPRM for ""Diaper Rash Products"" was included in NPRMs for ""Antifungal,"" ""Antimicrobial,"" ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Fever Blister/Cold Sore Products (External)"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Insect Bites and Stings (Relief) Products"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" ""Poison Ivy/Oak/Sumac Prevention"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Mercurial (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" NPRM for ""Alcohol (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" The NPRM for ""Antimicrobial Products"" was updated and split into two sections: first aid products and health care products. ^PSMALL ENTITIES AFFECTED: The effects, if any, vary depending on the individual rulemaking. However, the Agency anticipates that the rules would not have a significant economic impact on a substantial number of small entities as defined by the Regulatory Flexibility Act.",Routine and Frequent,Previously Published in The Unified Agenda,Proposed Rule Stage,,21 CFR 310; 21 CFR 330; 21 CFR 333; 21 CFR 334; 21 CFR 335; 21 CFR 336; 21 CFR 337; 21 CFR 338; 21 CFR 339; 21 CFR 340; 21 CFR 341; 21 CFR 342; 21 CFR 343; 21 CFR 344; 21 CFR 345; ...,21 USC 321p; 21 USC 351; 21 USC 352; 21 USC 353; 21 USC 355; 21 USC 360a; 21 USC 371a,No,,,,,,,,,,,,,,ANPRM; 08/25/1978; 43 FR 38206,NPRM; 05/12/1993; 58 FR 28194,NPRM (Amendment); 06/08/1994; 59 FR 29706,,,,,,,,,,,,,,,,,,,,,,
199510,0910-AC69,0910,Food and Drug Administration,0900,Department of Health and Human Services,Water Soluble Gums,"The OTC drug review establishes conditions under which OTC drugs are considered generally recognized as safe and effective and not misbranded. After a final monograph (i.e., final rule) is issued, only OTC drugs meeting the conditions of the monograph, or having an approved new drug application, may be legally marketed. NOTE: NPRM for ""Antidotes, Toxic Ingestion Products"" was combined with NPRM for ""Emetic Products"" and reproposed as ""Poison Treatment Products."" NPRM for ""Astringent (Wet Dressings) Products"" was included in the NPRM for ""Skin Protectant Products."" NPRM for ""Diaper Rash Products"" was included in NPRMs for ""Antifungal,"" ""Antimicrobial,"" ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Fever Blister/Cold Sore Products (External)"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Insect Bites and Stings (Relief) Products"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" ""Poison Ivy/Oak/Sumac Prevention"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Mercurial (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" NPRM for ""Alcohol (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" The NPRM for ""Antimicrobial Products"" was updated and split into two sections: first aid products and health care products. ^PSMALL ENTITIES AFFECTED: The effects, if any, vary depending on the individual rulemaking. However, the Agency anticipates that the rules would not have a significant economic impact on a substantial number of small entities as defined by the Regulatory Flexibility Act.",Routine and Frequent,Previously Published in The Unified Agenda,Proposed Rule Stage,,21 CFR 310; 21 CFR 330; 21 CFR 333; 21 CFR 334; 21 CFR 335; 21 CFR 336; 21 CFR 337; 21 CFR 338; 21 CFR 339; 21 CFR 340; 21 CFR 341; 21 CFR 342; 21 CFR 343; 21 CFR 344; 21 CFR 345; ...,21 USC 321p; 21 USC 351; 21 USC 352; 21 USC 353; 21 USC 355; 21 USC 360a; 21 USC 371a,No,,,,,,,,,,,,,,NPRM; 10/30/1990; 55 FR 45782,Final Action; 08/26/1993; 58 FR 45194,,,,,,,,,,,,,,,,,,,,,,,
199510,0910-AC70,0910,Food and Drug Administration,0900,Department of Health and Human Services,Anticaries Products,"The OTC drug review establishes conditions under which OTC drugs are considered generally recognized as safe and effective and not misbranded. After a final monograph (i.e., final rule) is issued, only OTC drugs meeting the conditions of the monograph, or having an approved new drug application, may be legally marketed. NOTE: NPRM for ""Antidotes, Toxic Ingestion Products"" was combined with NPRM for ""Emetic Products"" and reproposed as ""Poison Treatment Products."" NPRM for ""Astringent (Wet Dressings) Products"" was included in the NPRM for ""Skin Protectant Products."" NPRM for ""Diaper Rash Products"" was included in NPRMs for ""Antifungal,"" ""Antimicrobial,"" ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Fever Blister/Cold Sore Products (External)"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Insect Bites and Stings (Relief) Products"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" ""Poison Ivy/Oak/Sumac Prevention"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Mercurial (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" NPRM for ""Alcohol (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" The NPRM for ""Antimicrobial Products"" was updated and split into two sections: first aid products and health care products. ^PSMALL ENTITIES AFFECTED: The effects, if any, vary depending on the individual rulemaking. However, the Agency anticipates that the rules would not have a significant economic impact on a substantial number of small entities as defined by the Regulatory Flexibility Act.",Routine and Frequent,Previously Published in The Unified Agenda,Proposed Rule Stage,,21 CFR 310; 21 CFR 330; 21 CFR 333; 21 CFR 334; 21 CFR 335; 21 CFR 336; 21 CFR 337; 21 CFR 338; 21 CFR 339; 21 CFR 340; 21 CFR 341; 21 CFR 342; 21 CFR 343; 21 CFR 344; 21 CFR 345; ...,21 USC 321p; 21 USC 351; 21 USC 352; 21 USC 353; 21 USC 355; 21 USC 360a; 21 USC 371a,No,,,,,,,,,,,,,,ANPRM; 03/28/1980; 45 FR 20666,NPRM; 09/30/1985; 50 FR 39854,NPRM; 06/15/1988; 53 FR 22430,Final Action; 10/06/1995; 60 FR 52474,,,,,,,,,,,,,,,,,,,,,
199510,0910-AC71,0910,Food and Drug Administration,0900,Department of Health and Human Services,Antiemetic Products,"The OTC drug review establishes conditions under which OTC drugs are considered generally recognized as safe and effective and not misbranded. After a final monograph (i.e., final rule) is issued, only OTC drugs meeting the conditions of the monograph, or having an approved new drug application, may be legally marketed. NOTE: NPRM for ""Antidotes, Toxic Ingestion Products"" was combined with NPRM for ""Emetic Products"" and reproposed as ""Poison Treatment Products."" NPRM for ""Astringent (Wet Dressings) Products"" was included in the NPRM for ""Skin Protectant Products."" NPRM for ""Diaper Rash Products"" was included in NPRMs for ""Antifungal,"" ""Antimicrobial,"" ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Fever Blister/Cold Sore Products (External)"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Insect Bites and Stings (Relief) Products"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" ""Poison Ivy/Oak/Sumac Prevention"" was included in NPRMs for ""External Analgesic"" and ""Skin Protectant Products."" NPRM for ""Mercurial (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" NPRM for ""Alcohol (Topical) Products"" was included in revised NPRM for ""Antimicrobial Products."" The NPRM for ""Antimicrobial Products"" was updated and split into two sections: first aid products and health care products. ^PSMALL ENTITIES AFFECTED: The effects, if any, vary depending on the individual rulemaking. However, the Agency anticipates that the rules would not have a significant economic impact on a substantial number of small entities as defined by the Regulatory Flexibility Act.",Routine and Frequent,Previously Published in The Unified Agenda,Proposed Rule Stage,,21 CFR 310; 21 CFR 330; 21 CFR 333; 21 CFR 334; 21 CFR 335; 21 CFR 336; 21 CFR 337; 21 CFR 338; 21 CFR 339; 21 CFR 340; 21 CFR 341; 21 CFR 342; 21 CFR 343; 21 CFR 344; 21 CFR 345; ...,21 USC 321p; 21 USC 351; 21 USC 352; 21 USC 353; 21 USC 355; 21 USC 360a; 21 USC 371a,No,,,,,,,,,,,,,,ANPRM; 03/21/1975; 40 FR 12934,NPRM; 07/13/1979; 44 FR 41064,Final Action; 04/30/1987; 52 FR 15886,NPRM (Amendment); 08/26/1993; 58 FR 45216,Final Action; 04/11/1994; 59 FR 16981,,,,,,,,,,,,,,,,,,,,
