agenda_date,RIN,agency_code,agency_name,department_code,department_name,rule_title,abstract,priority,RIN_status,rule_stage,major,CFR,legal_authority,regulatory_flexibility_analysis,statement_of_need,summary_of_the_legal_basis,alternatives,federalism,cost_and_benefits,risks,agency_contact_list,legal_deadline1,legal_deadline2,legal_deadline3,legal_deadline4,legal_deadline5,legal_deadline6,legal_deadline7,action1,action2,action3,action4,action5,action6,action7,action8,action9,action10,action11,action12,action13,action14,action15,action16,action17,action18,action19,action20,action21,action22,action23,action24,action25,action26,action27,action28,action29,action30,action31,action32,action33,action34,action35,action36,action37,action38,action39,action40,action41,action42,action43,action44,action45,action46,action47,action48,action49,action50,action51,action52,action53,action54,action55,action56,action57,action58
199604,3235-AE41,3235,Securities and Exchange Commission,,,"Definition of ""Short Sale""","The Commission is withdrawing this item from the Unified Agenda because the Commission does not expect to consider the item within the next 12 months, but the Commission may consider the item further at some point.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,17 CFR 240.3b-3; 17 CFR 240.10a-1,15 USC 78b; 15 USC 78j(a); 15 USC 78dd(a),No,,,,,,,"M.,Corkran,Blair,Office of Broker-Dealer Regulation, Division of Market Regulation,3235,Securities and Exchange Commission,SEC,202 942-0772,Division of Market Regulation, 450 5th Street NW,Washington,DC,20549",,,,,,,,NPRM; 06/09/1992; 57 FR 24415,NPRM Comment Period End; 08/10/1992,Deleted at Agency Request; 04/01/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,3235-AG44,3235,Securities and Exchange Commission,,,Proposed Amendments To Tender Offer Rules: Soliciting Dealer's Fees,The Commission is withdrawing the item from the Unified Agenda because the Commission does not expect to consider the item within the next 12 months but the Commission may consider the item further at some point.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,17 CFR 240.13e-4; 17 CFR 240.14d-10,15 USC 77c; 15 USC 77d; 15 USC 77g; 15 USC 77j; 15 USC 77s; 15 USC 77eee; 15 USC 77ggg; 15 USC 77nnn; 15 USC 77sss; 15 USC 77ttt; 15 USC 78c; 15 USC 78d; 15 USC 78i; 15 USC 78m; 15 USC 78n,No,,,,,,,"Carlene,Kim,Office of Broker-Dealer Regulation, Division of Market Regulation,3235,Securities and Exchange Commission,SEC,202 942-4180",,,,,,,,Deleted at Agency Request; 04/01/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,3235-AG65,3235,Securities and Exchange Commission,,,Exemption for Designated Foreign Government Securities for Purposes of Futures Trading,The Commission adopted an amendment to rule 3a12-8 that designates debt obligations issued by Mexico as exempted securities for the purpose of marketing and trading futures contracts on those securities in the United States.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,17 CFR 240.3a12-8 (Revision),15 USC 77c to 77d; 15 USC 77s; 15 USC 77ttt; 15 USC 78c; 15 USC 78i; 15 USC 78j; 15 USC 78l to 78q; 15 USC 78s; 15 USC 78w; 15 USC 78x; 15 USC 79q; 15 USC 79t; 15 USC 80a-29; 15 USC 80a-37; 15 USC 80b-3; ...,No,,,,,,,"James,McHale,T.,Office of Market Supervision, Division of Market Regulation,3235,Securities and Exchange Commission,SEC,202 942-0190,mchalej@sec.gov",,,,,,,,NPRM; 09/18/1995; 60 FR 48072,NPRM Comment Period End; 10/18/1995,Final Action; 12/06/1995; 60 FR 62323,Final Action Effective; 12/06/1995; 60 FR 62323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199604,3235-AG68,3235,Securities and Exchange Commission,,,Exemption for Designated Foreign Government Securities for Purposes of Futures Trading,"The Commission has proposed for comment an amendment to Rule 3a 12-8 under the Exchange Act that would designate debt obligations issued by Brazil, Argentina and Venezuela as exempted securities for the purpose of marketing and trading futures contracts on those securities in the United States.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Completed Actions,,17 CFR 240.3a 12-8 (Revision),15 USC 77c to 77d; 15 USC 77s; 15 USC 77ttt; 15 USC 78c; 15 USC 78i; 15 USC 78j; 15 USC 78l to 78q; 15 USC 78s; 15 USC 78w; 15 USC 78x; 15 USC 79q; 15 USC 79t; 15 USC 80a-29; 15 USC 80a-37; 15 USC 80b-3,No,,,,,,,"James,McHale,T.,Office of Market Supervision, Division of Market Regulation,3235,Securities and Exchange Commission,SEC,202 942-0190,mchalej@sec.gov",,,,,,,,NPRM; 12/20/1995; 60 FR 65607,NPRM Comment Period End; 01/19/1996,Final Action; 03/07/1996; 61 FR 10271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AA97,0970,Administration for Children and Families,0900,Department of Health and Human Services,"Foster Care, Adoption Assistance, and Child Welfare Services",This NPRM will propose requirements that implement the statutory provisions of the Social Security Act Amendments of 1994 on review of State programs under Parts B and E of the Social Security Act for conformity with State Plan requirements.,Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 1355; 45 CFR 1356; 45 CFR 1357,42 USC 627; 42 USC 671; 42 USC 1320a-1a,No,,,,,,,"Daniel,Lewis,H.,Deputy Associate Commissioner, Children's Bureau, Adm. on Children, Youth & Fami,0970,Administration for Children and Families,ACF,202 205-8594,P.O. Box 1182,Washington,DC,20013",Statutory; NPRM; 07/01/1995;   ,,,,,,,NPRM; 02/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB47,0970,Administration for Children and Families,0900,Department of Health and Human Services,Block Grant Programs (Low Income Home Energy Assistance Program --LIHEAP)--FY 1995 and FY 1996 Provisions,"This Notice of Proposed Rulemaking will amend the DHHS block grant regulations to implement changes to the Low Income Home Energy Assistance Program (LIHEAP) statute which were made by the Human Services Amendments of 1994 (Pub. L. 103-252). Several of the provisions in the new law are self-implementing, but a few require implementing regulations. The major provisions requiring implementing regulations are: (1) Inclusion of new Assurance 16, to require grantees to submit as a part of their annual application a description of their ""self-sufficiency"" activities and to submit a report to DHHS on the effect of these activities; (2) Inclusion of allowable uses of DOE rules for weatherization services provided with LIHEAP funds; (3) Inclusion for requirements for submission of data on households served. In addition, other related amendments to the regulations will be included, concerning the following issues: (1) Consideration of different weighting of factors under the allocation formula for the leveraging incentive program; (2) Hearing requirements for audit disallowances; and (3) Allotments for territories.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 96,42 USC 8621,No,,,,,,,"Janet,Fox,M.,Director, Division of Energy Assistance, Office of Community Services,0970,Administration for Children and Families,ACF,202 401-9351,370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 04/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB52,0970,Administration for Children and Families,0900,Department of Health and Human Services,Designation of Alternative Agency To Serve Indian Tribal Children,This NPRM will specify a process by which an Indian tribe may identify and establish an alternative agency to provide Head Start Services if the agency previously serving the tribe is terminated.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 1302,42 USC 9801 et seq,Yes,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",,,,,,,,NPRM; 03/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB54,0970,Administration for Children and Families,0900,Department of Health and Human Services,Construction of Head Start Facilities,This NPRM will establish procedures to be used by Head Start agencies in requesting to use Head Start grant funds to construct or renovate a Head Start facility.,Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 1309,42 USC 9801 et seq,Yes,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",,,,,,,,NPRM; 04/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB60,0970,Administration for Children and Families,0900,Department of Health and Human Services,On-Site Foster Care Eligibility Reviews,This NPRM will propose requirements that govern on-site eligibility reviews that the Administration for Children and Families conducts to assure State agencies' compliance with the statutory requirements under Title IV-E of the Social Security Act for eligibility of foster care providers and eligibility of the children in foster care.,Other Significant,Previously Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 1356; 42 CFR 672,42 USC 1302,No,,,,,,,"Daniel,Lewis,H.,Deputy Associate Commissioner, Children's Bureau, Adm. on Children, Youth & Fami,0970,Administration for Children and Families,ACF,202 205-8594,P.O. Box 1182,Washington,DC,20013",,,,,,,,NPRM; 02/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB64,0970,Administration for Children and Families,0900,Department of Health and Human Services,Data Collection and Reporting Under the Temporary Assistance for Needy Families Block Grant,"ACF will propose regulations to define data elements and specify data collection, verification, and other provisions to meet the requirements of the Temporary Assistance for Needy Families Block Grant.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,No,Not yet determined,PL 104-193,No,,,,,,,"Howard,Rolston,Director, Office of Planning, Research and Evaluation,0970,Administration for Children and Families,ACF,202 401-9220,hrolston@acf.dhhs.gov,7th Floor West, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 03/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB65,0970,Administration for Children and Families,0900,Department of Health and Human Services,Methodology for Determining Child Poverty Rates,"This NPRM will propose a Methodology to be used by States to determine their child poverty rates, Section 413(i) of the Social Security Act, as amended, requires that the Secretary establish this methodology by regulation and mentions three specific factors which might be used. States must begin reporting their rules within 90 days of enactment.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,No,Not yet determined,PL 104-193,No,,,,,,,"Don,Oellerich,Director, Division of Data and Technical Analysis,0970,Administration for Children and Families,ACF,202 690-6805,Room 404E, Office of the Assistant Secretary for Planning, 200 Independence Avenue SW.,Washington,DC,20201",,,,,,,,NPRM; 12/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB66,0970,Administration for Children and Families,0900,Department of Health and Human Services,Bonus to Reward High Performance States Under the Temporary Assistance for Needy Families Block Grant,"ACF, in consultation with the National Governor's Association and the American Public Welfare Association, will propose a formula for measuring state performance under the Temporary Assistance for Needy Families Block Grant as the basis for payment of a bonus to high performing states.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,No,Not yet determined,PL 104-193,No,,,,,,,"Howard,Rolston,Director, Office of Planning, Research and Evaluation,0970,Administration for Children and Families,ACF,202 401-9220,hrolston@acf.dhhs.gov,7th Floor West, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 04/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB67,0970,Administration for Children and Families,0900,Department of Health and Human Services,State Directory of New Hires,This regulation specifies the information on wages and employment compensation paid by individuals that the State Directory of New Hires on a quarterly basis provides to the National Directory of New Hires.,"Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,No,Not yet determined,PL 104-193,No,,,,,,,"Donna,Bonar,Director, DPO,0970,Administration for Children and Families,ACF,202 401-9271,MS OCSE, DHHS, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 12/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB68,0970,Administration for Children and Families,0900,Department of Health and Human Services,State Case Registry and Expansion of FPLS,This regulation specifies what constitutes the minimum amount of information on child support cases recorded in the State Case Registry that is necessary to operate the Federal Case Registry. It also specifies the necessary information to identify the individuals who owe or are owed support and the State or States which have the case.,"Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,No,Not yet determined,PL 104-193,Undetermined,,,,,,,"Donna,Bonar,Director, DPO,0970,Administration for Children and Families,ACF,202 401-9271,MS OCSE, DHHS, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 06/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB69,0970,Administration for Children and Families,0900,Department of Health and Human Services,State Law Concerning Paternity Establishment,"This regulation covers voluntary paternity establishment services offered by hospital and birth record agencies and specifies the types of other entities that may offer voluntary paternity establishment services. The provision of such services must include a requirement that such an entity use the same notice provision, materials, training, and evaluation as the ones used by the voluntary paternity establishment programs of hospitals and birth record agencies.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 303.5,PL 104-193,No,,,,,,,"Elizabeth,Matheson,C.,Director, Policy and Planning Division,0970,Administration for Children and Families,ACF,202 401-9386,bmatheson@acf.hhs.gov,Office of Child Support Enforcement, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 12/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB70,0970,Administration for Children and Families,0900,Department of Health and Human Services,Automated Data Processing Requirements,"This regulation, which should be finalized not later than two years after date of enactment of the Act, sets a deadline of October 1, 2000 for implementation of new requirements except that the deadline shall be extended by one day for each day that the Secretary misses the two-year deadline.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 307,PL 104-193,No,,,,,,,"Ronald,Logan,Computer Specialist,0970,Administration for Children and Families,ACF,202 401-6502,DHHS, Room 326-F, 200 Independence Avenue SW.,Washington,DC,20201",Statutory; Final; 10/01/1998;   ,,,,,,,NPRM; 08/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB71,0970,Administration for Children and Families,0900,Department of Health and Human Services,Automated Data Processing Funding Limitation,This regulation sets the limitation for the total amount payable of federal funding to a state for fiscal years 1996 through 2001.,Other Significant,First Time Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 307,PL 104-193,No,,,,,,,"Helen,Smith,Morgan,Electronic Benefits Transfer Specialist,0970,Administration for Children and Families,ACF,202 690-6639,OPS OSS/OD, Room 326-F, 200 Independence Avenue SW.,Washington,DC,20201",,,,,,,,NPRM; 12/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB72,0970,Administration for Children and Families,0900,Department of Health and Human Services,Grants to States for Access and Visitation Programs,"This regulation specifies the monitoring, evaluating, and reporting of State grants designed to support and facilitate absent parents' access to and visitation of their children.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 300,PL 104-193,No,,,,,,,"Elizabeth,Matheson,C.,Director, Policy and Planning Division,0970,Administration for Children and Families,ACF,202 401-9386,bmatheson@acf.hhs.gov,Office of Child Support Enforcement, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 03/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB73,0970,Administration for Children and Families,0900,Department of Health and Human Services,Child Support Enforcement for Indian Tribes,Any state that has Indian country may enter into a cooperative agreement for the provision of child support enforcement service(s) with an Indian Tribe if the tribe demonstrate that it has an established tribal court system with several specific characteristics. The Secretary of DHHS may make direct payments to Indian tribes that have approved child support enforcement plans.,Other Significant,First Time Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 300,PL 104-193,No,,,,,,,"Elizabeth,Matheson,C.,Director, Policy and Planning Division,0970,Administration for Children and Families,ACF,202 401-9386,bmatheson@acf.hhs.gov,Office of Child Support Enforcement, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 05/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB74,0970,Administration for Children and Families,0900,Department of Health and Human Services,Child Care Proposed Rule,"The Administration for Children and Families, will amend existing regulations which govern the administration of the Child Care and Development Block Grant program. The purpose of this regulatory package will be to implement the legislative changes contained in the Personal Responsibility and Work Opportunity Reconciliation Act of 1996.",Other Significant,First Time Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 98.14; 45 CFR 98.33; 45 CFR 98.43; 45 CFR 98.50; 45 CFR 98.51; 45 CFR 98.52; 45 CFR 98.53; 45 CFR 98.60; 45 CFR 98.61; 45 CFR 98.62; 45 CFR 98.63; 45 CFR 98.64; 45 CFR 98.66; 45 CFR 98.81; 45 CFR 98.83; ...,42 USC 601 to 617; 42 USC 9858,No,,,,,,,"Joan,Lombardi,Associate Commissioner, Child Care Bureau,0970,Administration for Children and Families,ACF,202 690-6782,P.O. Box 1182,Washington,DC,20013",,,,,,,,NPRM; 12/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB75,0970,Administration for Children and Families,0900,Department of Health and Human Services,TANF Program and Financial Requirements,"This regulatory action provides for state plan submissions determination of completeness, financial management and reporting, and individual development accounts.",Other Significant,First Time Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 200,PL 104-193,No,,,,,,,"Mack,Storrs,A.,Director, Division of Self-Sufficiency Programs,0970,Administration for Children and Families,ACF,202 401-9289,mstorrs@acf.dhhs.gov,Office of Family Assistance, 370 L'Enfant Promenade SW,Washington,DC,20447",,,,,,,,NPRM; 12/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB76,0970,Administration for Children and Families,0900,Department of Health and Human Services,TANF Audits/Penalties and Corrective Actions,"This regulation will discuss the audit and penalty requirements of TANF and will include a discussion of the reasonable cause exception, a description of corrective compliance plans, and provide information on an appeals process.",Other Significant,First Time Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 201,PL 104-193,No,"This regulation is necessary to implement the provision of the new welfare reform legislation requiring penalties and corrective actions be taken in certain, specified situations.","Section 409 and section 410 of the Social Security Act, as amended by the Personal Responsibility and Work Opportunity Reconciliation Act of 1996.",There are no viable alternatives.,,No additional costs to the public.,None.,"Mack,Storrs,A.,Director, Division of Self-Sufficiency Programs,0970,Administration for Children and Families,ACF,202 401-9289,mstorrs@acf.dhhs.gov,Office of Family Assistance, 370 L'Enfant Promenade SW,Washington,DC,20447",,,,,,,,NPRM; 01/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB77,0970,Administration for Children and Families,0900,Department of Health and Human Services,TANF Work Requirements,"This regulation will describe the work participation rate requirements of welfare reform, discuss the two-year time limit for receiving TANF benefits, and will explain how participation rates can be reduced based on caseload reductions.",Other Significant,First Time Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 204,PL 104-193,No,This regulation is necessary to help States fully understand their responsibilities to assure welfare recipients will be able to leave welfare and enter the work force within prescribed periods of time.,"Section 407 of the Social Security Act, as amended by the Personal Responsibility and Work Opportunity Reconciliation Act of 1996.",There are no viable alternatives.,,No additional costs to the public.,None.,"Mack,Storrs,A.,Director, Division of Self-Sufficiency Programs,0970,Administration for Children and Families,ACF,202 401-9289,mstorrs@acf.dhhs.gov,Office of Family Assistance, 370 L'Enfant Promenade SW,Washington,DC,20447",,,,,,,,NPRM; 03/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB78,0970,Administration for Children and Families,0900,Department of Health and Human Services,Tribal Program Requirements,"This regulatory action provides for tribal plans funding disagreements, program criteria for Alaskan tribes, and individualization of tribal programs.",Other Significant,First Time Published in The Unified Agenda,Proposed Rule Stage,No,45 CFR 250,PL 104-193,No,,,,,,,"Mack,Storrs,A.,Director, Division of Self-Sufficiency Programs,0970,Administration for Children and Families,ACF,202 401-9289,mstorrs@acf.dhhs.gov,Office of Family Assistance, 370 L'Enfant Promenade SW,Washington,DC,20447",,,,,,,,NPRM; 03/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB79,0970,Administration for Children and Families,0900,Department of Health and Human Services,Illegitimacy Rate Reduction Bonus,"This regulation specifies the requirements for grants that each eligible State is entitled to receive from the Secretary for each bonus year for which the State demonstrates a net decrease in out-of-wedlock births. The regulation specifies the amount of grant, defines ""eligible State,"" and gives the appropriate years for the grant.",Other Significant,First Time Published in The Unified Agenda,Proposed Rule Stage,No,Not yet determined,PL 104-193,Undetermined,,,,,,,"Kelleen,Kaye,Office of the Assistant Secretary for Planning and Evaluation,0970,Administration for Children and Families,ACF,202 401-6634,kkaye@osaspe.dhhs.gov,200 Independence Avenue SW.,Washington,DC,20201",,,,,,,,NPRM; 03/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB24,0970,Administration for Children and Families,0900,Department of Health and Human Services,Standards for Safe Transportation,"This rule establishes Head Start Performance Standards for the safe transportation of Head Start children, including vehicle requirements, driver qualifications and training and safety rules for children and staff while en route and loading and unloading of vehicles.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,No,45 CFR 1310,42 USC 9801 et seq,Yes,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",,,,,,,,NPRM; 06/15/1995; 60 FR 31612,NPRM Comment Period End; 08/14/1995,Final Action; 09/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB31,0970,Administration for Children and Families,0900,Department of Health and Human Services,Standards for Purchase of Facilities,This regulation establishes standards for the purchase of facilities as required by the Head Start Improvement Act of 1992.,Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,No,45 CFR 1309,42 USC 9801 et seq,Yes,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",,,,,,,,NPRM; 12/01/1994; 59 FR 61575,NPRM Comment Period End; 01/31/1995,Final Action; 04/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB32,0970,Administration for Children and Families,0900,Department of Health and Human Services,National Voter Registration Act of 1993 Provisions Affecting Public Assistance Agencies,Incorporates general guidance for public assistance agencies regarding registration procedures to be carried out by State Public Assistance offices. It removes former prohibitions from distributing such materials in these offices.,Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,No,45 CFR 205.50 (a)(4); 42 CFR 431.307(a); 42 CFR 431.307 (b),PL 103-31,Yes,,,,,,,"Mack,Storrs,A.,Director, Division of Self-Sufficiency Programs,0970,Administration for Children and Families,ACF,202 401-9289,mstorrs@acf.dhhs.gov,Office of Family Assistance, 370 L'Enfant Promenade SW,Washington,DC,20447",,,,,,,,NPRM; 11/22/1994; 59 FR 60109,Final Action; 11/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB34,0970,Administration for Children and Families,0900,Department of Health and Human Services,Family Preservation and Support,"This rule will amend the requirements under title IV-B subpart 1 for the Child and Family Services State plan and set forth the requirements the State must adhere to in the development and submission of its comprehensive five year plan under title IV-B, subpart 2, family preservation and support services. The submission of this jointly developed plan is required in order to receive both child and family services funds under subpart 1 and family preservation and support services funds under subpart 2 for fiscal years 1995 and following.",Other Significant,Previously Published in The Unified Agenda,Final Rule Stage,No,45 CFR 1355; 45 CFR 1356; 45 CFR 1357,42 USC 430 to 435,Yes,,,,,,,"Daniel,Lewis,H.,Deputy Associate Commissioner, Children's Bureau, Adm. on Children, Youth & Fami,0970,Administration for Children and Families,ACF,202 205-8594,P.O. Box 1182,Washington,DC,20013",,,,,,,,NPRM; 10/04/1994; 59 FR 50646,Final Action; 11/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB53,0970,Administration for Children and Families,0900,Department of Health and Human Services,Income Eligibility Criteria for Indian Tribes,"This Final Rule will revise the income eligibility criteria used in enrolling Head Start children and families to allow Indian tribes, in certain situations, to enroll more children whose families do not meet Head Start's income criteria than would otherwise be possible.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,No,45 CFR 1305,45 USC 9801 et seq,Yes,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",,,,,,,,NPRM; 10/25/1995; 60 FR 54648,NPRM Comment Period End; 12/26/1995,Final Action; 03/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB56,0970,Administration for Children and Families,0900,Department of Health and Human Services,Head Start Fellowship Program,This final rule will establish the policies and procedures to be used in selecting individuals to be part of the Head Start Fellowship Program.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,No,45 CFR 1311,42 USC 9801 et seq,No,,,,,,,"Douglas,Klafehn,Deputy Associate Commissioner, Head Start,0970,Administration for Children and Families,ACF,202 205-8569,dklafehn@acf.dhhs.gov,330 C Street SW.,Washington,DC,20447",,,,,,,,NPRM; 05/15/1996; 61 FR 24467,NPRM Comment Period End; 07/15/1996,Final Action; 03/00/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199610,0970-AB57,0970,Administration for Children and Families,0900,Department of Health and Human Services,Extension of Deadline for Certified Statewide Systems and Revisions for the President's Reform Initiative,"This rule implements PL 104-35, enacted October 12, 1995, which revises section 454(24) of the Social Security Act. This rule also includes technical changes to other child support regulations to support the President's Regulatory Reinvention Initiative.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,No,45 CFR 301; 45 CFR 302; 45 CFR 303; 45 CFR 304; 45 CFR 306; 45 CFR 307,PL 104-35,Yes,,,,,,,"Elizabeth,Matheson,C.,Director, Policy and Planning Division,0970,Administration for Children and Families,ACF,202 401-9386,bmatheson@acf.hhs.gov,Office of Child Support Enforcement, 370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 01/29/1996; 61 FR 2774,NPRM Comment Period End; 03/29/1996,Final Action; 12/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
